corr,filtro,psu,region,p1_1,p1_2,p1_3,p2,p3,p4,p5,p6,p7,p7a,p7t,p8,p8a,p8t,p9,p9a,p9t,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p11_13,p11_14,p11_15,p11_16,p11_17,p11_18,p11_19,p11_20,p11_21,p11_22,p11_23,p11_24,p11_25,p12,p13_a,p13_b,p13_c,p13_d,p13_e,p13_f,p14,p15,p16,p17_a,p17_b,p17_c,p17_d,p17_e,p17_f,p17_g,p17_h,p17_i,p17_j,p17_k,p17_l,p17_m,p17_n,p18_a,p18_b,p18_c,p18_d,p18_e,p19,p20,p21,p22,p23,p24,p25,p26,p27_a,p27_b,p28_a,p28_b,te1,te2_a,te2_b,te2_c,te2_d,te2_e,te2_1,te3_a,te3_b,te3_c,te3_d,te3_e,te3_f,te3_g,te3_h,te3_i,te3_j,te4_a,te4_b,te4_c,te4_d,te5,te6,te7_a,te7_b,te7_c,te7_d,te7_e,te7_f,te7_g,te7_h,te7_i,te7_j,te8,te9_1,te9_2,te9_3,te10_1,te10_2,te10_3,te11_1,te11_2,te11_3,te12,te13,te14,te15,te16,te17,te18,te19_1,te19_2,te19_3,te20_a,te20_b,te21,te22,te23,te24,de1,de2,de2_a,de3,de4,de5,de5_c,de6,de7,de8,de9,de10,de11,de12,de13_a,de13_b,de13_c,de13_d,de13_e,de13_f,de13_g,de13_h,de13_i,de13_j,de13_k,de13_l,de13_m,de13_n,de13_o,de13_p,de14_a,de14_b,de14_c,de14_d,de14_e,de14_f,de15,de16,de17,b5,pond
887,1310,224,13,10,5,1,2,2,2,9,2,7,,7,2,,2,1,,1,3,4,2,4,3,3,3,3,3,4,4,3,4,3,4,3,2,3,3,3,2,6,2,6,3,3,7,3,3,1,2,1,1,22,13,4,4,4,2,4,4,4,4,3,3,3,2,2,3,4,4,4,3,3,1,4,6,2,2,2,2,1,2,2,,2,,2,1,1,1,2,1,5,1,1,1,1,8,1,1,8,1,1,1,1,1,1,3,1,4,2,4,2,4,2,4,2,4,2,2,,,,2,6,9,5,1,3,1,5,,1,4,3,2,,,,1,1,2,1,2,2,1,30,1973-07-15T00:00:00Z,2,13,8,6,1,6,10,8,9,1,3,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,7,8,3,1,1.20403659343719
888,1311,225,13,6,2,11,2,1,1,1,1,1,,1,2,,2,4,,4,1,4,6,6,6,6,6,6,6,6,4,4,6,4,4,6,2,6,6,2,6,6,6,6,3,4,1,1,1,1,1,1,1,22,13,1,2,2,3,3,3,3,3,2,2,2,2,3,2,3,6,4,6,5,5,2,6,7,6,6,5,3,2,2,,2,,2,2,1,1,8,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,6,2,2,4,2,4,2,4,2,4,2,4,8,,,,,,,8,6,3,2,,,,,,,,,,,,2,1,1,2,2,71,1931-09-13T00:00:00Z,6,3,4,3,9,3,2,4,9,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,4,1,0.746192216873169
889,1314,225,13,6,1,3,1,2,3,2,2,4,,4,1,,1,2,,2,1,4,2,4,2,4,4,2,4,2,4,2,2,2,4,4,2,2,4,4,2,3,3,6,2,1,4,2,2,2,1,1,1,22,13,2,2,1,2,3,4,3,4,2,4,4,3,3,2,3,1,1,4,4,4,2,4,3,3,5,6,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,3,2,4,3,4,2,4,2,4,2,2,2,,,,2,3,6,1,4,3,1,2,8500,2,,2,1,2,,,1,1,1,1,1,1,2,49,1953-09-07T00:00:00Z,1,10,5,2,3,2,2,8,9,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,7,3,4,1,1.0433714389801
890,1478,256,13,3,9,15,3,2,1,1,1,3,,3,3,,3,5,,5,3,3,4,4,3,2,2,3,2,4,2,4,4,3,1,2,5,3,2,3,3,6,3,6,3,4,3,3,3,3,2,2,2,16,23,3,3,2,4,4,2,2,2,3,2,3,3,2,2,2,2,2,5,3,5,4,2,5,4,4,1,3,1,1,2,1,1,2,1,1,2,1,1,4,2,2,2,1,1,2,2,2,1,2,1,2,2,2,5,1,2,3,3,4,2,4,3,3,2,2,2,,,,3,4,2,3,4,1,1,2,15000,2,,2,2,,,,1,1,2,1,2,2,1,65,1937-08-10T00:00:00Z,1,10,11,2,1,9,2,2,9,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,9,3,4,1,1.05536282062531
891,421,272,7,7,11,6,3,1,1,1,1,9,9,9,2,,2,7,7,7,8,6,6,6,6,6,6,6,6,6,4,2,6,4,4,6,2,6,6,4,6,6,6,6,6,4,1,2,2,1,1,1,1,22,13,8,2,3,2,2,3,3,2,3,3,3,2,3,3,2,4,5,5,4,5,2,6,3,4,4,5,3,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,5,1,3,4,2,2,2,4,2,2,2,2,2,,,,3,6,2,4,5,1,2,,,,,,,,,,,,2,1,2,1,1,38,1964-11-05T00:00:00Z,3,6,4,6,1,4,1,5,9,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,6,3,4,2,1.44697737693787
892,422,272,7,6,3,9,3,2,2,2,2,9,9,9,5,5,5,7,7,7,1,6,4,6,6,6,6,6,6,6,4,6,6,2,4,6,2,6,6,4,6,6,3,6,6,4,9,2,2,1,1,1,1,22,13,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,5,4,5,3,6,4,2,4,5,4,7,3,2,1,1,1,2,3,2,1,2,1,1,4,2,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,2,2,4,2,2,4,2,4,2,4,1,2,7,9,,,,5,2,9,2,,,,,,,,,,,,2,1,2,2,1,19,1983-09-23T00:00:00Z,3,8,4,8,3,1,1,7,9,1,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,1.13169705867767
893,423,272,7,7,3,5,3,3,1,1,1,9,9,9,2,,2,4,,4,3,4,4,4,4,2,2,6,2,4,4,4,6,4,4,2,2,4,6,4,4,2,4,6,4,4,7,2,2,1,1,1,1,48,25,1,3,8,3,4,3,3,2,3,2,3,3,3,2,2,6,2,2,1,5,2,2,6,6,4,4,3,2,1,2,1,1,2,1,1,8,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,,1,4,2,2,3,2,4,2,4,2,2,2,,,,3,1,4,4,1,3,2,,,,,,,,,,,,2,1,1,1,1,64,1939-05-16T00:00:00Z,1,6,4,6,1,99,1,8,9,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,99,3,3,2,0.988735496997833
894,424,272,7,3,6,10,3,2,1,1,1,9,9,9,5,5,5,7,7,7,3,3,3,3,3,3,3,6,3,3,3,3,3,4,4,3,3,3,6,3,3,3,3,6,3,3,9,2,1,2,2,1,1,22,13,9,3,4,3,3,2,2,3,3,3,3,3,3,2,2,4,3,4,4,5,2,6,4,4,4,4,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,5,1,2,4,2,4,2,4,2,4,2,4,2,,,,2,3,9,5,3,1,2,,,,,,,,,,,,2,1,1,2,1,25,1977-11-23T00:00:00Z,3,8,4,8,3,6,1,5,9,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,10,5,4,2,1.0392017364502
895,425,272,7,6,10,5,2,2,2,9,2,9,9,9,5,5,5,7,7,7,3,6,6,6,6,6,6,6,6,6,4,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,88,1,1,1,1,1,1,22,13,8,4,4,3,4,3,3,8,4,3,3,3,3,8,3,3,3,3,3,3,8,8,,,,,8,8,8,,8,,1,8,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,8,1,1,,1,8,8,8,8,4,2,4,3,4,4,2,,,,2,9,6,1,6,5,1,2,21000,1,6,1,1,1,,,1,1,2,1,2,8,2,28,1974-09-21T00:00:00Z,2,7,3,7,2,3,9,8,9,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,5,4,4,2,0.710766911506653
896,431,273,7,6,7,1,2,2,2,1,3,9,9,9,8,8,8,7,7,7,1,6,6,6,6,6,6,6,6,6,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,3,7,1,1,1,1,1,1,22,13,4,2,3,2,3,3,3,8,3,3,3,2,2,2,3,3,4,3,4,4,3,8,5,5,,,8,8,8,,8,,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,4,2,2,4,2,8,2,8,2,4,2,4,1,1,3,88,,,,1,4,8,2,,,,,,,,,,,,2,1,2,2,1,48,1954-08-31T00:00:00Z,1,8,4,8,1,4,1,4,9,1,4,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,2,1.25761139392853
897,432,273,7,6,1,3,2,2,2,1,3,88,88,88,8,8,8,8,8,8,8,4,6,4,6,6,6,6,6,6,4,6,6,3,4,6,2,6,6,6,6,6,6,6,6,2,88,1,1,1,1,1,1,48,25,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,2,8,,,,,8,2,8,,8,,2,8,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,8,2,8,2,3,2,4,2,2,2,,,,3,2,4,1,4,6,1,5,,2,,3,2,,,,1,1,2,1,2,2,2,30,1973-05-22T00:00:00Z,1,6,4,6,9,1,1,7,9,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,4,2,0.710766911506653
898,433,273,7,7,6,11,2,3,3,2,2,2,,2,8,8,8,8,8,8,1,6,3,4,6,6,3,6,6,6,6,6,6,2,4,4,2,6,6,3,6,6,6,6,6,6,2,2,1,1,1,1,1,22,13,2,3,3,2,3,3,3,4,3,3,4,4,2,2,3,4,4,4,4,4,3,6,4,4,4,5,1,2,2,,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,5,2,2,4,2,4,2,4,2,4,2,4,1,1,8,88,,,,3,4,1,1,5,,1,2,2,1,2,,,1,1,2,1,2,2,1,45,1958-02-03T00:00:00Z,1,8,4,8,1,5,1,8,9,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,4,4,2,1.25761139392853
899,434,273,7,13,7,6,3,2,2,1,1,9,9,9,5,5,5,7,7,7,8,4,6,4,6,6,6,6,6,6,3,6,6,4,4,6,3,6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,48,25,5,2,2,3,3,3,2,3,3,3,3,3,2,2,3,5,4,5,4,5,8,8,,,,,8,8,8,,8,,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,5,1,2,4,2,3,2,4,2,3,2,4,1,8,2,88,,,,1,4,5,1,5,,1,1,2,2,,,,1,1,2,1,1,2,2,23,1980-06-12T00:00:00Z,2,8,4,8,9,1,1,8,9,1,5,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,2,0.659186482429504
900,435,273,7,6,7,3,2,1,1,1,1,9,9,9,5,5,5,7,7,7,8,6,2,6,6,6,6,6,6,6,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,99,1,1,1,1,1,1,48,13,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,8,5,5,,,8,2,8,,8,,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,4,2,3,2,2,3,2,4,2,4,2,4,2,,,,2,3,4,4,5,1,2,,,,,,,,,,,,2,1,1,2,1,62,1940-10-05T00:00:00Z,1,4,4,4,1,4,1,5,9,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,4,2,0.988735496997833
901,796,293,10,6,14,3,3,2,2,2,3,9,2,2,1,,1,3,,3,3,4,3,5,6,6,6,6,6,6,4,4,3,4,4,2,3,3,4,3,4,6,6,6,4,4,2,2,1,1,1,1,1,22,13,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,5,4,5,2,6,3,6,5,5,5,6,2,2,1,2,1,2,2,2,1,2,1,2,4,8,1,1,1,2,2,2,1,2,2,1,2,2,2,6,1,2,3,2,2,2,2,4,2,4,2,1,1,10,8,,,,1,6,3,2,,,,,,,,,,,,2,1,2,1,1,48,1955-05-24T00:00:00Z,1,8,4,8,1,4,1,3,9,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,4,2,4,2,1.25761139392853
902,797,293,10,9,6,7,2,2,3,1,1,4,,4,1,,1,7,7,7,3,4,4,6,8,8,6,6,2,3,4,4,2,4,2,2,8,6,6,2,2,6,6,6,6,4,1,1,2,1,1,1,1,36,22,1,3,1,3,3,2,3,4,3,2,3,2,3,3,1,7,7,7,6,6,4,6,7,6,6,5,2,2,1,2,1,2,3,2,1,2,1,1,2,8,1,2,1,8,2,2,2,2,8,1,1,2,1,4,1,4,4,3,3,4,2,4,4,2,2,1,4,6,1,,,,1,4,5,1,5,,1,3,3,2,,,,1,1,2,1,2,2,2,39,1963-09-20T00:00:00Z,6,7,4,7,9,3,2,7,9,1,5,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,2,0.929679155349731
903,798,293,10,5,10,13,2,2,2,1,1,4,,4,1,,1,7,3,3,3,4,4,4,4,4,3,3,4,8,4,4,2,4,4,2,2,4,4,4,3,6,6,6,6,4,4,2,2,2,1,1,1,22,13,2,1,2,2,4,3,3,4,3,2,3,3,3,2,2,6,5,6,4,6,2,6,5,5,4,6,1,2,1,2,1,2,2,1,1,1,1,1,4,1,1,2,1,2,2,2,2,2,2,1,1,2,1,5,1,4,2,3,3,4,2,4,4,3,2,2,,,,2,3,7,1,3,4,3,,,,,,,,,,,,2,1,2,2,1,30,1972-09-03T00:00:00Z,3,12,5,4,1,4,1,5,9,1,5,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,6,4,2,1.0392017364502
904,799,293,10,10,6,7,2,3,1,8,2,1,,1,2,,2,1,,1,3,4,5,4,3,4,2,2,2,4,4,4,6,5,5,4,1,2,2,2,4,3,4,6,3,4,1,1,1,2,1,1,1,39,22,1,1,3,4,4,3,3,2,3,2,4,1,3,2,1,6,5,5,6,6,2,6,7,5,6,4,3,2,1,2,1,2,2,1,1,2,1,1,5,2,2,2,1,2,2,2,1,2,1,1,2,2,1,6,1,4,2,2,4,3,4,2,4,2,4,2,,,,7,2,6,11,5,6,1,5,,1,2,2,1,1,,,1,1,2,1,2,2,2,37,1965-11-26T00:00:00Z,1,8,4,8,9,1,1,3,5,1,3,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,2,0.929679155349731
905,800,293,10,6,7,11,3,1,1,1,1,1,,1,2,,2,3,,3,3,4,4,4,6,6,6,6,6,6,4,6,4,4,4,4,2,6,6,4,3,6,6,6,3,4,1,2,1,2,2,2,1,37,21,2,2,3,2,2,3,2,2,1,2,3,2,2,2,2,6,6,6,6,6,2,1,6,5,6,6,3,2,2,,1,2,2,2,1,2,1,1,4,2,2,1,1,2,2,2,2,2,2,2,1,1,1,6,1,4,8,8,4,2,2,2,8,2,2,1,3,4,2,,,,4,2,1,1,5,,1,1,2,2,,,,1,1,1,1,2,2,1,44,1959-05-21T00:00:00Z,2,3,4,3,3,2,1,4,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,1.44697737693787
906,1485,300,13,9,3,6,3,2,2,2,3,9,9,9,5,5,5,7,7,7,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,8,3,3,88,1,1,1,1,1,1,48,25,8,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,2,8,,,,,8,2,2,,2,,1,2,2,2,2,1,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,2,2,3,2,4,2,3,2,4,2,2,2,,,,4,2,3,4,1,6,1,4,,2,,2,2,,,,1,1,2,1,1,1,2,28,1975-02-06T00:00:00Z,1,12,5,4,9,1,1,7,9,1,3,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,6,4,4,2,0.710766911506653
907,576,93,8,6,10,5,4,1,1,1,1,9,9,9,5,5,5,7,7,7,3,5,4,5,5,6,6,6,3,4,4,4,3,5,3,3,1,6,6,4,6,4,6,6,4,4,11,1,1,2,2,1,1,39,22,1,4,4,2,3,3,2,3,2,2,3,3,4,2,2,5,4,4,4,5,2,6,6,6,5,5,3,8,8,,8,,2,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,1,3,8,8,4,2,4,2,4,2,4,2,,,,2,3,4,4,1,8,1,4,,1,3,2,1,2,,,1,1,1,1,1,2,1,37,1965-12-10T00:00:00Z,1,12,8,4,1,5,5,3,9,1,3,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,5,5,4,1,1.03771758079529
908,577,93,8,10,6,13,3,2,2,2,2,2,,2,3,,3,3,,3,3,4,2,4,3,3,3,4,2,4,2,3,4,3,4,2,2,3,3,3,4,3,2,2,3,2,2,2,2,1,1,1,1,39,22,4,2,3,3,3,3,2,3,3,3,2,3,3,3,2,5,5,5,5,5,3,6,5,4,3,5,2,2,2,,1,2,3,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6,1,4,4,1,4,2,4,3,4,2,3,2,,,,2,3,7,3,4,8,1,2,20000,2,,1,2,,,,2,1,2,1,2,2,1,43,1959-02-07T00:00:00Z,1,11,5,3,2,6,1,2,9,1,5,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,6,3,4,1,1.03771758079529
909,579,93,8,3,9,7,3,1,1,2,1,2,,2,1,,1,2,,2,1,5,3,5,3,4,3,4,2,3,3,3,4,4,4,3,1,3,3,4,2,3,2,3,4,4,2,2,2,1,2,1,1,30,13,2,4,4,3,3,3,3,3,3,3,3,3,3,2,3,5,2,3,1,6,3,6,5,4,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,6,1,2,3,4,3,4,4,2,4,2,2,2,,,,4,3,9,4,3,8,3,,,,,,,,,,,,2,1,2,2,2,29,1974-04-19T00:00:00Z,3,16,14,4,1,9,9,8,9,1,3,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,1,4,1,1.02533006668091
910,580,93,8,2,3,5,2,2,2,8,2,7,,7,2,,2,1,,1,1,4,2,6,6,6,3,6,6,6,3,3,3,4,4,4,3,6,6,4,6,3,6,6,6,4,7,2,2,2,2,1,1,22,25,2,2,2,4,3,2,3,2,2,3,3,3,2,2,2,4,5,3,3,2,2,6,5,5,4,4,2,1,1,2,2,,2,8,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,5,1,2,3,4,3,3,2,3,2,3,3,2,,,,5,3,10,8,4,3,2,,,,,,,,,,,,2,1,2,2,2,19,1984-04-09T00:00:00Z,3,12,5,4,3,1,2,8,9,1,5,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,11,12,4,1,1.15786373615265
911,581,94,8,6,9,5,2,2,1,1,1,9,9,9,5,5,5,7,7,7,3,5,4,5,4,4,8,3,8,4,4,3,8,5,4,4,3,4,3,4,4,6,3,4,4,4,1,2,2,1,1,1,1,48,25,1,2,3,3,2,3,3,4,3,2,3,3,3,2,3,4,4,5,4,5,3,6,5,5,4,5,3,2,2,,2,,2,1,1,2,1,1,8,1,2,1,1,2,2,2,2,2,2,1,1,1,1,6,1,2,2,2,3,3,2,3,2,2,3,1,11,1,88,,,,8,9,1,1,5,,1,3,2,2,,,,1,1,2,1,1,2,2,46,1957-05-01T00:00:00Z,1,13,7,5,2,3,2,2,9,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,6,3,3,1,1.0433714389801
912,584,94,8,2,15,5,3,2,1,1,1,9,9,9,2,,2,3,,3,3,5,2,5,4,8,3,4,3,5,4,4,5,5,3,1,3,4,4,4,3,6,5,6,2,3,5,3,3,2,2,2,1,39,13,4,3,1,1,3,3,3,3,3,1,3,3,4,1,1,5,5,6,5,4,2,2,7,6,5,1,3,2,1,2,1,1,2,1,1,1,1,1,4,2,1,1,1,2,2,2,2,2,2,1,1,2,1,4,1,2,2,4,4,2,2,3,4,3,2,2,,,,3,2,4,5,4,1,3,,,,,,,,,,,,1,1,2,2,1,20,1982-08-01T00:00:00Z,3,13,15,1,7,1,2,2,5,1,4,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,7,5,4,1,1.25462162494659
913,585,94,8,9,6,13,2,1,1,2,2,9,9,9,5,5,5,7,7,7,2,4,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,3,6,8,8,11,1,1,1,1,1,1,48,13,5,3,4,3,3,3,3,3,3,3,3,3,2,3,3,6,5,6,5,6,3,6,4,4,4,3,8,2,2,,2,,2,1,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,5,1,4,2,4,2,3,4,3,3,3,3,2,,,,1,2,88,8,4,1,1,5,,1,3,2,2,,,,1,1,2,9,2,2,2,47,1955-12-29T00:00:00Z,1,13,7,5,9,1,1,6,9,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,9,6,4,1,1.0433714389801
914,587,95,8,5,8,7,2,1,1,1,1,9,9,9,5,5,5,7,7,7,3,4,4,4,8,8,8,8,8,8,3,8,8,4,4,8,8,8,8,8,8,8,2,8,8,8,11,1,1,1,1,1,1,48,25,4,2,1,3,2,3,2,2,2,3,3,1,3,2,1,6,5,6,5,5,2,6,5,5,4,5,3,2,2,,2,,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,4,3,2,3,3,3,3,3,3,1,1,11,88,,,,1,10,4,3,,,,,,,,,,,,1,1,1,2,1,22,1981-06-04T00:00:00Z,3,14,14,2,7,1,1,6,5,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,10,7,3,1,1.25462162494659
915,590,95,8,2,14,3,3,1,1,1,1,9,9,9,5,5,5,7,7,7,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,88,2,2,2,2,1,1,48,25,5,3,1,8,3,3,3,8,2,8,4,4,2,2,2,,3,3,4,4,3,6,,,,,8,1,1,8,1,8,2,2,8,8,8,8,4,2,2,2,1,2,1,1,1,1,1,1,2,2,1,5,1,3,2,4,4,3,4,3,4,3,3,1,1,11,88,,,,4,3,1,3,,,,,,,,,,,,1,1,1,2,1,30,1972-11-22T00:00:00Z,3,19,15,7,1,11,2,1,9,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,11,1,3,1,1.20403659343719
916,597,97,8,7,3,10,2,2,3,1,2,9,9,9,5,5,5,7,7,7,2,4,2,2,4,3,6,6,6,6,3,2,2,2,2,6,2,6,6,6,3,3,2,3,6,6,11,2,1,1,1,1,1,14,25,5,1,1,2,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,6,,,,,2,2,2,,2,,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,6,1,3,3,2,4,3,2,3,3,3,3,1,3,2,5,,,,8,3,4,2,,,,,,,,,,,,2,1,2,2,2,62,1940-09-18T00:00:00Z,1,0,1,0,8,1,9,8,9,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,4,1,0.746192216873169
917,631,104,8,11,6,7,2,3,3,2,2,7,,7,2,,2,1,,1,8,4,6,5,6,6,6,6,4,6,4,6,6,4,2,6,2,6,6,4,6,6,6,6,6,4,7,2,2,1,1,1,1,36,20,1,3,1,4,3,3,3,8,4,2,3,8,2,8,2,4,4,6,4,6,3,2,6,4,4,4,2,1,1,2,2,,1,1,1,2,1,1,5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,5,3,2,2,2,2,3,2,2,3,3,3,2,,,,2,7,10,1,8,5,3,,,,,,,,,,,,1,1,1,1,2,42,1961-06-30T00:00:00Z,3,5,4,5,5,1,2,1,9,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,0.78246146440506
918,632,104,8,5,10,11,1,3,2,2,2,5,,5,3,,3,4,,4,2,5,2,5,2,4,2,4,4,2,4,4,2,4,2,2,4,6,2,2,4,6,2,6,6,3,99,1,2,1,1,1,1,39,22,3,1,2,1,3,3,3,1,3,3,4,3,3,3,1,4,5,6,6,5,3,2,6,6,6,4,3,2,1,2,8,,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,6,1,2,4,2,4,4,2,3,4,2,4,1,1,10,9,,,,3,5,8,1,5,,1,4,2,2,,,,1,1,2,1,2,1,2,42,1961-03-28T00:00:00Z,3,12,11,4,4,3,1,4,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,4,1,0.78246146440506
919,633,104,8,10,6,5,2,1,2,2,2,1,,1,2,,2,3,,3,3,4,2,2,4,6,6,6,6,6,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,7,1,1,1,1,1,1,48,13,1,2,3,2,3,2,2,3,2,2,3,2,3,2,2,5,5,4,4,4,4,6,,,,,8,8,8,,8,,1,2,1,1,2,2,5,1,1,1,1,2,1,1,2,2,2,2,2,1,2,5,1,3,2,2,2,3,3,2,2,2,2,1,10,1,88,,,,1,5,8,1,5,,2,,2,2,,,,1,1,1,1,1,2,2,38,1964-12-18T00:00:00Z,1,11,5,3,9,5,1,5,9,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,1,0.78246146440506
920,634,104,8,10,11,3,2,2,2,1,2,9,9,9,5,5,5,7,7,7,3,4,4,4,6,6,6,6,6,4,4,6,6,4,4,4,3,6,6,6,6,6,6,6,6,4,7,1,2,1,1,1,1,48,25,1,2,2,3,3,3,3,2,3,2,4,4,3,8,3,5,4,3,3,4,4,6,5,5,4,4,3,2,1,2,2,,2,1,1,8,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,5,2,3,2,2,2,3,3,2,3,3,3,2,,,,2,8,9,1,5,8,1,5,,1,3,2,2,,,,1,1,2,1,1,2,1,38,1964-02-21T00:00:00Z,1,9,8,1,1,3,2,8,9,1,3,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,3,4,4,1,1.03771758079529
